qseqid	sseqid	qstart	qend	sstart	send	evalue	bitscore	pident	qcovs	slen	qlen	q_perc_aligned	overlapped_bases
24	NZ_LN868946.1	1	12677	105301	117976	0.0	21813.0	97.728	81	141119	30210	0.4196292618338298	0
24	NZ_LN868946.1	18526	30210	125964	137667	0.0	17407.0	93.543	81	141119	30210	0.3867924528301887	0
134	NZ_LN868946.1	1	100	137668	137767	6.26e-40	169.0	97.0	100	141119	100	1.0	0
107	NZ_LN868946.1	1	139	137903	138045	7.240000000000001e-56	222.0	95.105	100	141119	139	1.0	0
43_R	NZ_LN868946.1	1	1475	138047	139521	0.0	2669.0	99.322	100	141119	1475	1.0	0
85	NZ_LN868946.1	1	152	139522	139673	9.66e-72	276.0	99.342	68	141119	223	0.6816143497757847	0
68_R	NZ_LN868946.1	1	347	139889	140235	1.37e-171	608.0	98.271	100	141119	347	1.0	0
89_R	NZ_LN868946.1	1	210	140237	140444	4.0200000000000003e-100	370.0	98.571	100	141119	210	1.0	0
99_R	NZ_LN868946.1	1	159	140446	140603	1.3999999999999998e-68	265.0	96.855	100	141119	159	1.0	0
57	NZ_LN868946.1	1	470	140651	141119	0.0	850.0	99.363	100	141119	523	0.8986615678776291	0
98_R	NZ_LN890519.1	2	163	23585	23746	4.02e-69	267.0	96.296	100	98756	163	0.9938650306748468	0
55_R	NZ_LN890519.1	1	556	23805	24360	0.0	789.0	92.294	100	98756	556	1.0	0
61_R	NZ_LN890519.1	1	431	24361	24791	8.139999999999999e-165	586.0	91.183	99	98756	432	0.9976851851851852	0
58	NZ_LN890519.1	301	506	56461	56666	2.3e-91	342.0	96.602	41	98756	506	0.4071146245059288	0
63	NZ_LN890519.1	2	429	56726	57155	0.0	715.0	96.744	99	98756	429	0.9976689976689976	0
90_R	NZ_LN890519.1	1	207	57157	57349	4.12e-70	270.0	91.304	100	98756	207	1.0	0
61	NZ_LN890519.1	2	432	67504	67934	8.139999999999999e-165	586.0	91.183	99	98756	432	0.9976851851851852	0
55	NZ_LN890519.1	1	556	67935	68490	0.0	806.0	92.832	100	98756	556	1.0	0
98	NZ_LN890519.1	1	163	68549	68711	1.12e-69	268.0	96.319	100	98756	163	1.0	0
98_R	NZ_LN890521.1	2	163	22282	22443	4.02e-69	267.0	96.296	100	98776	163	0.9938650306748468	0
55_R	NZ_LN890521.1	1	556	22502	23057	0.0	789.0	92.294	100	98776	556	1.0	0
61_R	NZ_LN890521.1	1	431	23058	23488	8.139999999999999e-165	586.0	91.183	99	98776	432	0.9976851851851852	0
58	NZ_LN890521.1	301	506	56469	56674	2.3e-91	342.0	96.602	41	98776	506	0.4071146245059288	0
63	NZ_LN890521.1	2	429	56735	57164	0.0	715.0	96.744	99	98776	429	0.9976689976689976	0
90_R	NZ_LN890521.1	1	207	57166	57358	4.12e-70	270.0	91.304	100	98776	207	1.0	0
61	NZ_LN890521.1	2	432	67514	67944	8.139999999999999e-165	586.0	91.183	99	98776	432	0.9976851851851852	0
55	NZ_LN890521.1	1	556	67945	68500	0.0	806.0	92.832	100	98776	556	1.0	0
98	NZ_LN890521.1	1	163	68559	68721	1.12e-69	268.0	96.319	100	98776	163	1.0	0
98_R	NZ_LN890523.1	1	163	15108	15270	1.12e-69	268.0	96.319	100	82119	163	1.0	0
55_R	NZ_LN890523.1	1	556	15329	15884	0.0	806.0	92.832	100	82119	556	1.0	0
61_R	NZ_LN890523.1	1	431	15885	16315	8.139999999999999e-165	586.0	91.183	99	82119	432	0.9976851851851852	0
90	NZ_LN890523.1	1	207	26497	26689	4.12e-70	270.0	91.304	100	82119	207	1.0	0
63_R	NZ_LN890523.1	1	428	26691	27120	0.0	715.0	96.744	99	82119	429	0.9976689976689976	0
58_R	NZ_LN890523.1	1	206	27181	27386	2.3e-91	342.0	96.602	41	82119	506	0.4071146245059288	0
22	NZ_LR025103.1	4433	17033	11784	24368	0.0	21350.0	97.275	39	31016	32098	0.3925789768832949	0
130_R	NZ_LR134400.1	13	90	42045	42122	2.5599999999999997e-24	117.0	93.671	72	593685	108	0.7222222222222222	0
130_R	NZ_LR134400.1	13	90	276143	276220	2.5599999999999997e-24	117.0	93.671	72	593685	108	0.7222222222222222	0
130	NZ_LR134401.1	21	94	536033	536106	4.28e-22	110.0	93.333	69	809616	108	0.6851851851851852	0
130	NZ_LR134402.1	19	96	186989	187066	2.5599999999999997e-24	117.0	93.671	72	568990	108	0.7222222222222222	0
57_R	NZ_LR134413.1	7	503	4624	5120	0.0	658.0	90.562	95	20213	523	0.9502868068833652	0
57_R	NZ_LR134417.1	7	503	30379	30875	0.0	658.0	90.562	95	105827	523	0.9502868068833652	0
114	NZ_LR134417.1	1	72	31757	31828	7.050000000000001e-21	106.0	93.056	55	105827	131	0.549618320610687	0
85_R	NZ_LR134418.1	72	147	75104	75179	1.72e-24	119.0	94.737	34	451287	223	0.3408071748878923	0
57_R	NZ_LR134424.1	7	503	7874	8370	0.0	658.0	90.562	95	41972	523	0.9502868068833652	0
36	NZ_LR595694.1	683	2101	27	1445	0.0	2604.0	99.789	98	2088	2101	0.675392670157068	0
36	NZ_LR595694.1	1	644	1446	2088	0.0	1171.0	99.534	98	2088	2101	0.3065207044264635	0
98	NZ_LR740759.1	1	163	91841	92003	5.2700000000000005e-58	230.0	92.025	100	223939	163	1.0	0
27	NZ_LR882495.1	5608	17162	11422	22989	0.0	20558.0	98.766	61	59944	19051	0.6065298409532308	0
35_R	NZ_LR882495.1	1	2828	25727	28554	0.0	5129.0	99.399	100	59944	2828	1.0	0
27	NZ_LR890295.1	5608	17157	15394	26925	0.0	20582.0	98.857	61	62194	19051	0.6062673875387119	0
35_R	NZ_LR890295.1	1	2368	28355	30722	0.0	4263.0	99.155	84	62194	2828	0.8373408769448374	0
36_R	NZ_LR890414.1	64	2101	1	2050	0.0	3698.0	99.317	97	2113	2101	0.9700142789148024	0
36	NZ_LR890540.1	687	2101	1	1415	0.0	2614.0	100.0	100	2102	2101	0.6734888148500714	0
36	NZ_LR890540.1	1	686	1416	2102	0.0	1262.0	99.854	100	2102	2101	0.3265111851499286	0
36_R	NZ_LR898884.1	1	1614	487	2073	0.0	2324.0	92.954	77	2073	2101	0.7682056163731557	0
22	NZ_LS992170.1	1605	17033	1094	16512	0.0	27702.0	99.087	80	46051	32098	0.4806841547759985	0
22	NZ_LS992170.1	19303	29586	19121	29401	0.0	18783.0	99.64	80	46051	32098	0.320393794005857	0
22	NZ_LS992170.1	1605	13155	34514	46051	0.0	20859.0	99.282	80	46051	32098	0.3598666583587762	0
27	NZ_LT795506.1	7863	17157	27959	37289	0.0	16578.0	98.8	49	56568	19051	0.4879008975906777	0
35_R	NZ_LT795506.1	1	2368	38496	40863	0.0	4252.0	99.071	84	56568	2828	0.8373408769448374	0
22_R	NZ_LT795507.1	15888	27666	1	11763	0.0	19887.0	97.17	37	32709	32098	0.3669699046669574	0
22	NZ_LT838201.1	1	17033	51	17084	0.0	31416.0	99.959	53	33304	32098	0.5306561156458346	0
22_R	NZ_LT985318.1	15063	27618	15380	27918	0.0	21032.0	96.932	39	37454	32098	0.3911770203751012	0
35_R	NZ_MF069152.1	1	2368	27935	30302	0.0	4362.0	99.916	84	61303	2828	0.8373408769448374	0
22	NZ_MF093645.1	1	17033	2567	19600	0.0	31255.0	99.789	53	33293	32098	0.5306561156458346	0
22	NZ_MF136779.1	1	17033	2122	19155	0.0	31410.0	99.953	53	33309	32098	0.5306561156458346	0
22_R	NZ_MF175184.1	15063	32098	12792	29828	0.0	31410.0	99.947	53	33310	32098	0.5307495794130476	0
22_R	NZ_MF175185.1	15063	32098	12782	29818	0.0	31410.0	99.947	53	33300	32098	0.5307495794130476	0
22_R	NZ_MF175186.1	15063	32098	12792	29827	0.0	31410.0	99.947	53	33308	32098	0.5307495794130476	0
35_R	NZ_MF175187.1	1	2368	26661	29028	0.0	4335.0	99.704	84	59830	2828	0.8373408769448374	0
27	NZ_MF175188.1	2782	10862	8672	16750	0.0	14667.0	99.431	42	60952	19051	0.4241772085454832	0
35_R	NZ_MF175188.1	1	2368	26995	29362	0.0	4368.0	99.958	84	60952	2828	0.8373408769448374	0
27	NZ_MF175189.1	2782	10862	8663	16741	0.0	14672.0	99.443	42	60939	19051	0.4241772085454832	0
35_R	NZ_MF175189.1	1	2368	26986	29353	0.0	4368.0	99.958	84	60939	2828	0.8373408769448374	0
22_R	NZ_MF175190.1	15063	32098	12789	29820	0.0	31384.0	99.924	53	33299	32098	0.5307495794130476	0
22_R	NZ_MF175191.1	15063	32098	13142	30178	0.0	31416.0	99.953	53	33660	32098	0.5307495794130476	0
61	NZ_MF344572.1	2	432	99071	99501	3.73e-173	614.0	92.343	99	167619	432	0.9976851851851852	0
55	NZ_MF344572.1	1	556	99502	100057	0.0	795.0	92.473	100	167619	556	1.0	0
98	NZ_MF344572.1	1	163	100116	100278	5.1600000000000006e-73	279.0	97.546	100	167619	163	1.0	0
22_R	NZ_MF381175.1	15063	32098	15324	32360	0.0	31416.0	99.953	53	34876	32098	0.5307495794130476	0
22_R	NZ_MF381176.1	15063	32098	16950	33986	0.0	31416.0	99.953	53	36502	32098	0.5307495794130476	0
22	NZ_MF449287.1	1	17033	12075	29107	0.0	31405.0	99.947	53	33303	32098	0.5306561156458346	0
35	NZ_MF521836.2	455	2828	27437	29810	0.0	4373.0	99.916	84	65369	2828	0.8394625176803394	0
27_R	NZ_MF521836.2	4924	13444	34550	43079	0.0	13849.0	95.999	45	65369	19051	0.4472731090231484	0
35	NZ_MF693349.1	455	2828	951	3324	0.0	4351.0	99.747	84	62717	2828	0.8394625176803394	0
22_R	NZ_MF774182.1	15063	32098	13757	30793	0.0	31416.0	99.953	53	33309	32098	0.5307495794130476	0
22_R	NZ_MF774184.1	15063	32098	13757	30793	0.0	31416.0	99.953	53	33309	32098	0.5307495794130476	0
22_R	NZ_MF774188.1	15063	32098	13757	30793	0.0	31416.0	99.953	53	33309	32098	0.5307495794130476	0
22_R	NZ_MF978387.1	15063	32098	13909	30945	0.0	31416.0	99.953	53	33301	32098	0.5307495794130476	0
35	NZ_MF978388.1	461	2828	2456	4823	0.0	4368.0	99.958	84	60863	2828	0.8373408769448374	0
27_R	NZ_MF978388.1	8160	16270	15038	23147	0.0	14678.0	99.334	43	60863	19051	0.4257519290325967	0
22_R	NZ_MG210937.1	15063	32098	12791	29827	0.0	31410.0	99.947	53	33309	32098	0.5307495794130476	0
35_R	NZ_MG210938.1	1	2368	30861	33228	0.0	4373.0	100.0	84	66183	2828	0.8373408769448374	0
22_R	NZ_MG210939.1	9967	32098	8242	30376	0.0	40612.0	99.788	69	33858	32098	0.6895133653187114	0
35_R	NZ_MG210940.1	1	1179	27566	28744	0.0	2172.0	99.915	100	62701	2828	0.4169024045261669	0
35_R	NZ_MG210940.1	1170	2828	29512	31170	0.0	3064.0	100.0	100	62701	2828	0.5866336633663366	0
22_R	NZ_MG257881.1	15063	32098	12791	29827	0.0	31410.0	99.947	53	33309	32098	0.5307495794130476	0
27	NZ_MG267386.1	5608	12580	15529	22483	0.0	12340.0	98.652	37	65631	19051	0.3660175318880899	0
35_R	NZ_MG267386.1	1	2368	32350	34717	0.0	4362.0	99.916	84	65631	2828	0.8373408769448374	0
35_R	NZ_MG299127.1	1	2368	29243	31610	0.0	4368.0	99.958	84	63066	2828	0.8373408769448374	0
35_R	NZ_MG299129.1	1	2368	29243	31610	0.0	4368.0	99.958	84	63066	2828	0.8373408769448374	0
27	NZ_MG299132.1	5608	12579	12843	19813	0.0	12536.0	99.125	37	62958	19051	0.3659650412051861	0
35_R	NZ_MG299132.1	1	2368	29135	31502	0.0	4368.0	99.958	84	62958	2828	0.8373408769448374	0
35_R	NZ_MG299134.1	1	2368	29243	31610	0.0	4368.0	99.958	84	63066	2828	0.8373408769448374	0
35_R	NZ_MG299136.1	1	2368	29243	31610	0.0	4368.0	99.958	84	63066	2828	0.8373408769448374	0
35_R	NZ_MG299138.1	1	2368	29243	31610	0.0	4368.0	99.958	84	63066	2828	0.8373408769448374	0
27	NZ_MG299140.1	5608	12579	12843	19813	0.0	12530.0	99.111	37	62958	19051	0.3659650412051861	0
35_R	NZ_MG299140.1	1	2368	29135	31502	0.0	4368.0	99.958	84	62958	2828	0.8373408769448374	0
35_R	NZ_MG299142.1	1	2368	29243	31610	0.0	4368.0	99.958	84	63066	2828	0.8373408769448374	0
35_R	NZ_MG299144.1	1	2368	29243	31610	0.0	4368.0	99.958	84	63066	2828	0.8373408769448374	0
35_R	NZ_MG299146.1	1	2368	29243	31610	0.0	4368.0	99.958	84	63066	2828	0.8373408769448374	0
27	NZ_MG299148.1	5608	12579	12843	19813	0.0	12536.0	99.125	37	62958	19051	0.3659650412051861	0
35_R	NZ_MG299148.1	1	2368	29135	31502	0.0	4368.0	99.958	84	62958	2828	0.8373408769448374	0
27	NZ_MG299150.1	5608	12579	12843	19813	0.0	12530.0	99.111	37	62958	19051	0.3659650412051861	0
35_R	NZ_MG299150.1	1	2368	29135	31502	0.0	4368.0	99.958	84	62958	2828	0.8373408769448374	0
27	NZ_MG299152.1	5608	12579	12843	19813	0.0	12536.0	99.125	37	62958	19051	0.3659650412051861	0
35_R	NZ_MG299152.1	1	2368	29135	31502	0.0	4368.0	99.958	84	62958	2828	0.8373408769448374	0
35_R	NZ_MG489944.1	1	2368	9365	11732	0.0	4368.0	99.958	84	61304	2828	0.8373408769448374	0
35_R	NZ_MG515249.1	550	2368	32163	33981	0.0	3349.0	99.89	64	65978	2828	0.6432107496463932	0
35_R	NZ_MG557851.1	1	2828	9365	12192	0.0	5217.0	99.965	100	61805	2828	1.0	0
22_R	NZ_MG557852.1	9967	32098	7805	29939	0.0	40612.0	99.788	69	33858	32098	0.6895133653187114	0
22_R	NZ_MG557853.1	11783	32098	127	20443	0.0	37368.0	99.867	63	40590	32098	0.6329366315658297	0
22	NZ_MG557854.1	1	22132	1065	23199	0.0	40612.0	99.788	69	32995	32098	0.6895133653187114	0
35_R	NZ_MG594798.1	1	2828	27731	30558	0.0	5206.0	99.894	100	61198	2828	1.0	0
35_R	NZ_MG594799.1	1	2368	26369	28736	0.0	4362.0	99.916	84	60733	2828	0.8373408769448374	0
35_R	NZ_MG594800.1	1	2368	21549	23916	0.0	4351.0	99.831	84	53926	2828	0.8373408769448374	0
35_R	NZ_MG598814.1	1	2828	23129	25956	0.0	5206.0	99.894	100	55549	2828	1.0	0
35_R	NZ_MG598815.1	1	2368	26369	28736	0.0	4362.0	99.916	84	60733	2828	0.8373408769448374	0
35_R	NZ_MG598816.1	1	2368	26369	28736	0.0	4351.0	99.831	84	58638	2828	0.8373408769448374	0
27	NZ_MG725031.1	2782	10862	10523	18607	0.0	14639.0	99.357	42	63568	19051	0.4241772085454832	0
35_R	NZ_MG725031.1	1	2368	28851	31218	0.0	4373.0	100.0	84	63568	2828	0.8373408769448374	0
35	NZ_MG747472.1	455	2828	3760	6133	0.0	4368.0	99.874	84	61902	2828	0.8394625176803394	0
22	NZ_MG747473.1	165	17033	1	16870	0.0	31113.0	99.959	53	33310	32098	0.5255467630381955	0
27	NZ_MG808035.1	2782	10862	8770	16849	0.0	14672.0	99.443	42	60499	19051	0.4241772085454832	0
35_R	NZ_MG808035.1	1	2368	27094	29461	0.0	4368.0	99.958	84	60499	2828	0.8373408769448374	0
22	NZ_MG825367.1	1976	17033	1	15059	0.0	27774.0	99.96	47	33301	32098	0.4691258022306686	0
35_R	NZ_MG825369.1	1	2828	58672	61499	0.0	5212.0	99.929	100	62082	2828	1.0	0
98_R	NZ_MG825372.1	1	163	20553	20715	5.2700000000000005e-58	230.0	92.025	100	190401	163	1.0	0
27	NZ_MG825374.1	2782	10862	8640	16719	0.0	14678.0	99.456	42	60960	19051	0.4241772085454832	0
35_R	NZ_MG825374.1	1	2368	26964	29331	0.0	4335.0	99.704	84	60960	2828	0.8373408769448374	0
27	NZ_MG825380.1	5608	12579	45389	52341	0.0	12453.0	98.953	37	64906	19051	0.3659650412051861	0
35_R	NZ_MG825380.1	1	2368	60761	63128	0.0	4368.0	99.958	84	64906	2828	0.8373408769448374	0
98_R	NZ_MG904993.1	2	163	15965	16126	1.88e-62	244.0	93.827	99	94167	163	0.9938650306748468	0
55_R	NZ_MG904993.1	1	553	16185	16736	0.0	743.0	90.958	99	94167	556	0.9946043165467626	0
61_R	NZ_MG904993.1	141	431	22127	22417	5.22e-117	427.0	93.127	67	94167	432	0.6736111111111112	0
98_R	NZ_MG904998.1	2	163	43575	43736	1.88e-62	244.0	93.827	99	119392	163	0.9938650306748468	0
55_R	NZ_MG904998.1	1	553	43795	44346	0.0	749.0	91.139	99	119392	556	0.9946043165467626	0
61_R	NZ_MG904998.1	1	266	44350	44615	4.15e-98	364.0	91.353	62	119392	432	0.6157407407407407	0
35_R	NZ_MG946761.1	1	2368	28965	31332	0.0	4368.0	99.958	84	64005	2828	0.8373408769448374	0
22_R	NZ_MH061196.1	15063	32098	14153	31189	0.0	31416.0	99.953	53	33310	32098	0.5307495794130476	0
22	NZ_MH143576.1	1	17033	16165	33198	0.0	31394.0	99.935	53	33309	32098	0.5306561156458346	0
27	NZ_MH176237.1	2782	10892	8640	16749	0.0	14689.0	99.359	43	66659	19051	0.4257519290325967	0
35_R	NZ_MH176237.1	1	2368	26982	29349	0.0	4362.0	99.916	84	66659	2828	0.8373408769448374	0
27	NZ_MH202956.1	2782	10862	38618	46697	0.0	14678.0	99.456	42	59589	19051	0.4241772085454832	0
35_R	NZ_MH202956.1	1	2368	56942	59309	0.0	4268.0	99.198	84	59589	2828	0.8373408769448374	0
35_R	NZ_MH213346.1	1	2368	31909	34276	0.0	4362.0	99.916	84	65806	2828	0.8373408769448374	0
35	NZ_MH271383.1	1510	2828	1	1319	0.0	2425.0	99.848	84	60587	2828	0.4664073550212164	0
27_R	NZ_MH271383.1	6467	13444	9733	16673	0.0	12364.0	98.739	37	60587	19051	0.3662799853026088	0
35	NZ_MH271383.1	461	1509	59540	60587	0.0	1858.0	98.665	84	60587	2828	0.3709335219236209	0
35_R	NZ_MH522409.1	1	2368	29426	31792	0.0	4361.0	99.916	84	61340	2828	0.8373408769448374	0
35_R	NZ_MH522410.1	1	1886	60029	61914	0.0	3478.0	99.947	67	62040	2828	0.6669024045261669	0
35	NZ_MH522411.1	642	2828	1	2187	0.0	4028.0	99.909	77	64759	2828	0.7733380480905233	0
27	NZ_MH522412.1	2782	10862	38373	46449	0.0	14654.0	99.406	42	60945	19051	0.4241772085454832	0
35_R	NZ_MH522412.1	1	2368	56693	59060	0.0	4368.0	99.958	84	60945	2828	0.8373408769448374	0
35_R	NZ_MH522414.1	1	2368	56853	59220	0.0	4362.0	99.916	84	59233	2828	0.8373408769448374	0
35	NZ_MH522415.1	455	2828	4436	6807	0.0	4349.0	99.747	84	60138	2828	0.8394625176803394	0
35	NZ_MH522416.1	1	2828	486	3336	0.0	5099.0	99.088	100	60188	2828	1.0	0
22	NZ_MH522417.1	1	17033	128	17161	0.0	31410.0	99.953	53	33309	32098	0.5306561156458346	0
22	NZ_MH522422.1	1	17033	2613	19646	0.0	31410.0	99.953	53	35526	32098	0.5306561156458346	0
35	NZ_MH522426.1	461	2828	220898	223266	0.0	4357.0	99.873	84	277473	2828	0.8373408769448374	0
22	NZ_MH715959.1	1	17033	3119	20152	0.0	31416.0	99.959	53	33309	32098	0.5306561156458346	0
22_R	NZ_MH938808.1	15063	32098	5443	22479	0.0	31410.0	99.947	53	33301	32098	0.5307495794130476	0
35_R	NZ_MK041211.1	1	2368	28513	30880	0.0	4368.0	99.958	84	62891	2828	0.8373408769448374	0
22_R	NZ_MK172815.1	15063	32098	4459	21495	0.0	31416.0	99.953	53	33310	32098	0.5307495794130476	0
98_R	NZ_MK291500.1	1	104	91720	91823	7.0100000000000005e-37	159.0	94.231	64	128762	163	0.6380368098159509	0
107	NZ_MK433207.1	1	135	107815	107951	9.359999999999999e-55	219.0	95.62	97	180154	139	0.9712230215827338	0
43_R	NZ_MK433207.1	5	1475	107960	109429	0.0	2483.0	97.147	99	180154	1475	0.9972881355932204	0
68_R	NZ_MK433207.1	1	347	109602	109948	6.56e-150	536.0	94.54	100	180154	347	1.0	0
89_R	NZ_MK433207.1	1	209	109950	110158	1.9e-88	331.0	95.215	99	180154	210	0.9952380952380953	0
99_R	NZ_MK433207.1	110	159	110165	110215	3.26e-15	87.9	98.039	31	180154	159	0.3144654088050314	0
57	NZ_MK433207.1	1	523	110263	110785	0.0	922.0	98.47	100	180154	523	1.0	0
39	NZ_MK433207.1	1	1688	110846	112532	0.0	2784.0	96.452	100	180154	1688	1.0	0
132_R	NZ_MK433207.1	2	104	112629	112731	6.56e-45	185.0	99.029	99	180154	104	0.9903846153846154	0
112	NZ_MK433207.1	1	129	112741	112868	2.49e-40	171.0	90.698	98	180154	132	0.9772727272727272	0
132_R	NZ_MK433207.1	2	104	112873	112975	3.07e-38	163.0	95.146	99	180154	104	0.9903846153846154	0
22_R	NZ_MK477604.1	15063	32098	12791	29827	0.0	31410.0	99.947	53	33309	32098	0.5307495794130476	0
22_R	NZ_MK477610.1	15063	32098	12791	29827	0.0	31410.0	99.947	53	33309	32098	0.5307495794130476	0
22_R	NZ_MK477615.1	15063	32098	12791	29827	0.0	31416.0	99.953	53	33309	32098	0.5307495794130476	0
35_R	NZ_MK542639.1	1	2368	26060	28427	0.0	4368.0	99.958	84	59891	2828	0.8373408769448374	0
27	NZ_MK571810.1	2782	10892	8771	16880	0.0	14683.0	99.347	43	60611	19051	0.4257519290325967	0
35_R	NZ_MK571810.1	1	2368	27180	29547	0.0	4368.0	99.958	84	60611	2828	0.8373408769448374	0
22	NZ_MK574665.1	1	17033	11781	28815	0.0	31407.0	99.947	53	33415	32098	0.5306561156458346	0
27	NZ_MK574667.1	2782	10862	8677	16756	0.0	14672.0	99.443	42	60471	19051	0.4241772085454832	0
35_R	NZ_MK574667.1	1	2368	27001	29368	0.0	4368.0	99.958	84	60471	2828	0.8373408769448374	0
27	NZ_MK574668.1	2782	10862	14461	22540	0.0	14672.0	99.443	42	60115	19051	0.4241772085454832	0
35_R	NZ_MK574668.1	1	2368	32785	35152	0.0	4368.0	99.958	84	60115	2828	0.8373408769448374	0
27	NZ_MK574669.1	2782	10862	9128	17208	0.0	14674.0	99.443	42	60966	19051	0.4241772085454832	0
35_R	NZ_MK574669.1	1	2374	27454	29828	0.0	4368.0	99.874	84	60966	2828	0.8394625176803394	0
35_R	NZ_MK836306.1	1	2242	61199	63440	0.0	4135.0	99.955	79	63440	2828	0.7927864214992928	0
22_R	NZ_MK836307.1	15063	32098	3002	20038	0.0	31410.0	99.947	53	33309	32098	0.5307495794130476	0
35	NZ_MK852553.1	461	2828	1754	4121	0.0	4368.0	99.958	84	63117	2828	0.8373408769448374	0
22_R	NZ_MK875281.1	15063	32098	14318	31354	0.0	31416.0	99.953	53	32842	32098	0.5307495794130476	0
22_R	NZ_MK875282.1	15063	32098	3893	20929	0.0	31416.0	99.953	53	32795	32098	0.5307495794130476	0
22_R	NZ_MK875283.1	15063	32098	13920	30956	0.0	31416.0	99.953	53	31083	32098	0.5307495794130476	0
22_R	NZ_MK875284.1	15063	32098	3978	21014	0.0	31405.0	99.941	53	32823	32098	0.5307495794130476	0
22_R	NZ_MK875285.1	15063	32098	3893	20929	0.0	31416.0	99.953	53	32738	32098	0.5307495794130476	0
22_R	NZ_MK875286.1	15063	32098	3893	20929	0.0	31410.0	99.947	53	32738	32098	0.5307495794130476	0
35_R	NZ_MK875287.1	1	2368	17930	20297	0.0	4368.0	99.958	84	58821	2828	0.8373408769448374	0
22	NZ_MK940857.1	1	17033	2124	19157	0.0	31416.0	99.959	53	33304	32098	0.5306561156458346	0
22	NZ_MK940858.1	1	17033	2124	19157	0.0	31399.0	99.941	53	33079	32098	0.5306561156458346	0
22_R	NZ_MN200943.1	15063	32098	12759	29795	0.0	31410.0	99.947	53	33277	32098	0.5307495794130476	0
27	NZ_MN232179.1	4163	10862	10563	17261	0.0	12161.0	99.433	35	60282	19051	0.3516875754553566	0
35_R	NZ_MN232179.1	1	2368	27506	29873	0.0	4368.0	99.958	84	60282	2828	0.8373408769448374	0
35_R	NZ_MN232180.1	1	2368	24508	26875	0.0	4368.0	99.958	84	58047	2828	0.8373408769448374	0
35_R	NZ_MN232181.1	1	2368	26017	28384	0.0	4263.0	99.155	84	59361	2828	0.8373408769448374	0
27	NZ_MN232182.1	2782	10862	9204	17283	0.0	14667.0	99.431	42	61037	19051	0.4241772085454832	0
35_R	NZ_MN232182.1	1	2368	27528	29895	0.0	4368.0	99.958	84	61037	2828	0.8373408769448374	0
27	NZ_MN232183.1	2782	10862	9184	17263	0.0	14672.0	99.443	42	60458	19051	0.4241772085454832	0
35_R	NZ_MN232183.1	1	2368	27526	29893	0.0	4362.0	99.916	84	60458	2828	0.8373408769448374	0
27	NZ_MN232184.1	2782	8668	9128	15013	0.0	10776.0	99.711	31	60144	19051	0.3090126502545798	0
35_R	NZ_MN232184.1	1	2828	27495	30322	0.0	5217.0	99.965	100	60144	2828	1.0	0
27	NZ_MN232185.1	2782	10862	9128	17207	0.0	14678.0	99.456	42	60378	19051	0.4241772085454832	0
35_R	NZ_MN232185.1	1	2368	27452	29819	0.0	4368.0	99.958	84	60378	2828	0.8373408769448374	0
27	NZ_MN232186.1	2782	10862	9128	17207	0.0	14678.0	99.456	42	60961	19051	0.4241772085454832	0
35_R	NZ_MN232186.1	1	2368	27452	29819	0.0	4368.0	99.958	84	60961	2828	0.8373408769448374	0
35_R	NZ_MN232187.1	1	2368	27631	29998	0.0	4368.0	99.958	84	61500	2828	0.8373408769448374	0
27	NZ_MN232188.1	2782	10862	6388	14467	0.0	14678.0	99.456	42	57770	19051	0.4241772085454832	0
35_R	NZ_MN232188.1	1	2368	24712	27079	0.0	4368.0	99.958	84	57770	2828	0.8373408769448374	0
35_R	NZ_MN232193.1	1	2368	27642	30009	0.0	4368.0	99.958	84	60428	2828	0.8373408769448374	0
22	NZ_MN232194.1	1	17033	3118	20151	0.0	31405.0	99.947	53	35648	32098	0.5306561156458346	0
27	NZ_MN232196.1	2782	10862	9127	17206	0.0	14678.0	99.456	42	60960	19051	0.4241772085454832	0
35_R	NZ_MN232196.1	1	2828	27451	30278	0.0	5217.0	99.965	100	60960	2828	1.0	0
27	NZ_MN232197.1	2782	10862	7995	16080	0.0	14711.0	99.518	42	61734	19051	0.4241772085454832	0
35_R	NZ_MN232197.1	1	2368	27397	29764	0.0	4373.0	100.0	84	61734	2828	0.8373408769448374	0
27	NZ_MN232198.1	2782	10862	9127	17206	0.0	14672.0	99.443	42	60960	19051	0.4241772085454832	0
35_R	NZ_MN232198.1	1	2828	27451	30278	0.0	5217.0	99.965	100	60960	2828	1.0	0
27	NZ_MN232199.1	2782	10862	8281	16359	0.0	14667.0	99.431	42	58774	19051	0.4241772085454832	0
35_R	NZ_MN232199.1	1	2368	26604	28971	0.0	4368.0	99.958	84	58774	2828	0.8373408769448374	0
35_R	NZ_MN232200.1	1	2368	28950	31317	0.0	4368.0	99.958	84	62924	2828	0.8373408769448374	0
27	NZ_MN232201.1	2782	10862	9191	17269	0.0	14667.0	99.431	42	61023	19051	0.4241772085454832	0
35_R	NZ_MN232201.1	1	2368	27514	29881	0.0	4368.0	99.958	84	61023	2828	0.8373408769448374	0
35_R	NZ_MN232202.1	1	2368	33036	35403	0.0	4373.0	100.0	84	68016	2828	0.8373408769448374	0
27	NZ_MN232203.1	2782	10862	9128	17206	0.0	14667.0	99.431	42	60960	19051	0.4241772085454832	0
35_R	NZ_MN232203.1	1	2368	27451	29818	0.0	4368.0	99.958	84	60960	2828	0.8373408769448374	0
